day,vs,inn,pitcher,batter,P,result,before,after,LEV,REa,WPs,WPe,WPa
2021-04-09,KIA,1초,브룩스,이명기,2-0,이명기/10119 : 삼진 아웃,무사 1루 0:0,1사 1루 0:0,1.44,-0.380,46.5,49.8,-0.033
2021-04-09,KIA,3초,브룩스,이명기,2-1,이명기/10119 : 삼진 아웃,2사  0:1,이닝종료 0:1,0.46,-0.117,65.9,67.1,-0.012
2021-04-09,KIA,5초,브룩스,이명기,1-0,우익수 안타,1사 1루 3:1,"1사 1,2루 3:1",0.92,0.398,24.4,21.7,0.026
2021-04-09,KIA,6초,변시원,이명기,1-3,볼넷,무사 1루 7:1,"무사 1,2루 7:1",0.13,0.620,2.2,1.7,0.005
2021-04-09,KIA,7초,김재열,이명기,0-3,볼넷,2사  10:1,2사 1루 10:1,0.00,0.134,0.2,0.2,0.000
2021-04-10,KIA,1초,임기영,이명기,1-0,투수 번트 아웃,1사  0:0,2사  0:0,0.62,-0.180,52.2,53.8,-0.016
2021-04-10,KIA,3초,임기영,이명기,0-3,볼넷,1사 1루 0:1,"1사 1,2루 0:1",1.39,0.398,61.1,56.8,0.043
2021-04-10,KIA,4초,임기영,이명기,1-1,우익수 홈런,1사 1루 4:1,1사  6:1,0.66,1.724,18.1,8.2,0.099
2021-04-10,KIA,5초,장현식,이명기,0-1,중견수 안타,2사 3루 8:1,2사 1루 9:1,0.12,0.864,2.1,1.3,0.009
2021-04-10,KIA,8초,박진태,이명기,1-2,중견수 2루타,1사  9:1,1사 2루 9:1,0.01,0.428,0.2,0.2,0.000
2021-04-11,KIA,1초,멩덴,이명기,1-1,좌익수 안타,1사  0:0,1사 1루 0:0,0.62,0.276,52.2,49.8,0.024
2021-04-11,KIA,3초,멩덴,이명기,2-1,이명기/10119 : 삼진 아웃,2사  0:1,이닝종료 0:1,0.46,-0.117,65.9,67.1,-0.012
2021-04-11,KIA,5초,멩덴,이명기,1-1,좌익수 뜬공,1사  4:1,2사  4:1,0.35,-0.180,17.2,18.1,-0.009
2021-04-11,KIA,7초,이준영,이명기,1-3,1루수 땅볼,1사 2루 4:3,2사 3루 4:3,1.36,-0.338,28.2,31.5,-0.033
2021-04-14,SSG,1초,문승원,이명기,1-2,우익수 뜬공,1사  0:0,2사  0:0,0.62,-0.180,52.2,53.8,-0.016
2021-04-14,SSG,4초,문승원,이명기,2-0,3루수 땅볼,1사  0:0,2사  0:0,0.78,-0.180,52.7,54.7,-0.019
2021-04-14,SSG,6초,문승원,이명기,2-1,삼진,무사  3:0,1사  3:0,0.43,-0.258,13.4,14.4,-0.011
2021-04-14,SSG,9초,하재훈,이명기,2-1,이명기/10119 : 삼진 아웃,무사  3:0,1사  3:0,0.13,-0.258,3.3,3.6,-0.003
2021-04-15,SSG,1초,이건욱,이명기,2-1,유격수 땅볼,1사  0:0,2사  0:0,0.62,-0.180,52.2,53.8,-0.016
2021-04-15,SSG,3초,이건욱,이명기,1-3,볼넷,"1사 1,2루 0:0",1사 만루 0:0,2.20,0.679,45.7,39.1,0.067
2021-04-15,SSG,5초,오원석,이명기,1-0,중견수 뜬공,무사  1:4,1사  1:4,0.90,-0.258,84.0,86.3,-0.023
2021-04-15,SSG,7초,오원석,이명기,2-0,삼진,2사  1:7,이닝종료 1:7,0.05,-0.117,99.2,99.4,-0.001
2021-04-16,한화,1말,장시환,이명기,1-0,우익수 안타,1사  0:0,1사 1루 0:0,0.62,0.276,52.6,55.0,0.024
2021-04-16,한화,3말,장시환,이명기,2-0,이명기/10119 : 삼진 아웃,1사  0:1,2사  0:1,0.59,-0.180,65.0,63.5,-0.015
2021-04-16,한화,5말,주현상,이명기,1-0,투수 희생번트,"무사 1,2루 1:1","1사 2,3루 1:1",2.28,-0.106,68.1,68.1,-0.000
2021-04-16,한화,6말,김진영,이명기,2-3,볼넷,"무사 1,3루 1:5",무사 만루 1:5,0.21,0.513,97.6,98.0,0.004
2021-04-16,한화,7말,윤호솔,이명기,1-2,2루수 땅볼,"1사 1,2루 1:9","2사 1,3루 1:9",0.01,-0.433,99.9,99.9,-0.000
2021-04-17,한화,1말,김범수,이명기,1-3,볼넷,무사 1루 0:0,"무사 1,2루 0:0",1.42,0.620,58.3,63.7,0.054
2021-04-17,한화,3말,김범수,이명기,2-3,볼넷,1사 2루 0:2,"1사 1,3루 0:2",0.85,0.246,78.1,79.3,0.012
2021-04-17,한화,4말,신정락,이명기,2-1,이명기/10119 : 삼진 아웃,무사 3루 1:6,1사 3루 1:6,0.17,-0.499,96.7,95.9,-0.008
2021-04-17,한화,6말,윤대경,이명기,0-0,좌익수 뜬공,무사 1루 1:7,1사 1루 1:7,0.08,-0.380,98.9,98.7,-0.002
2021-04-17,한화,7말,김종수,이명기,2-1,중견수 안타,1사 2루 1:11,1사 1루 1:12,0.00,0.848,100.0,100.0,0.000
2021-04-20,KT,1말,배제성,이명기,1-3,볼넷,무사  1:0,무사 1루 1:0,0.92,0.398,44.5,48.3,0.038
2021-04-20,KT,2말,배제성,이명기,2-3,볼넷,2사 만루 1:0,2사 만루 1:1,3.25,1.000,46.8,57.5,0.107
2021-04-20,KT,4말,배제성,이명기,1-3,1루수 땅볼,"2사 1,3루 1:1",이닝종료 1:1,2.18,-0.538,56.0,50.0,-0.060
2021-04-20,KT,7말,주권,이명기,1-2,좌익수 뜬공,무사 1루 4:1,1사 1루 4:1,1.96,-0.380,17.3,12.8,-0.045
2021-04-20,KT,9말,김재윤,이명기,2-0,2루수 뜬공,2사  5:2,이닝종료 5:2,0.18,-0.117,0.5,0.0,-0.005
2021-04-21,KT,1말,쿠에바스,이명기,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,54.8,58.3,0.035
2021-04-21,KT,3말,쿠에바스,이명기,1-2,우익수 안타,무사  1:1,무사 1루 1:1,0.99,0.398,55.5,59.5,0.040
2021-04-21,KT,4말,쿠에바스,이명기,1-1,좌익수 뜬공,무사  1:4,1사  1:4,0.41,-0.258,86.4,85.3,-0.010
2021-04-21,KT,6말,유원상,이명기,2-2,이명기/10119 : 2루수 직선타 아웃,2사  3:4,이닝종료 3:4,0.42,-0.117,70.6,69.6,-0.011
2021-04-22,KT,1말,데스파이네,이명기,2-1,3루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-04-22,KT,3말,데스파이네,이명기,1-2,유격수 병살타,1사 1루 6:0,이닝종료 6:0,0.54,-0.573,6.9,4.7,-0.022
2021-04-22,KT,6말,데스파이네,이명기,2-1,2루수 땅볼,무사  11:0,1사  11:0,0.03,-0.258,0.1,0.1,-0.001
2021-04-25,두산,1초,이영하,이명기,2-2,1루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-04-25,두산,2초,박종기,이명기,2-1,좌익수 뜬공,무사  5:0,1사  5:0,0.28,-0.258,10.5,11.2,-0.007
2021-04-25,두산,4초,박종기,이명기,1-1,좌익수 뜬공,1사  6:0,2사  6:0,0.10,-0.180,5.1,5.4,-0.003
2021-04-25,두산,6초,김민규,이명기,1-1,좌익수 뜬공,1사  7:0,2사  7:0,0.04,-0.180,1.5,1.6,-0.001
2021-04-25,두산,8초,김민규,이명기,1-0,1루수 땅볼,1사  8:0,2사  8:0,0.01,-0.180,0.2,0.2,-0.000
2021-04-25,두산,9초,권휘,이명기,1-1,좌익수 2루타,2사 1루 10:0,"2사 2,3루 10:0",0.00,0.383,0.0,0.0,0.000
2021-04-27,삼성,1초,뷰캐넌,이명기,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-04-27,삼성,3초,뷰캐넌,이명기,2-0,중견수 뜬공,1사  0:6,2사  0:6,0.23,-0.180,95.1,95.7,-0.006
2021-04-27,삼성,6초,뷰캐넌,이명기,1-1,좌익수 안타,무사  0:9,무사 1루 0:9,0.05,0.398,99.6,99.4,0.002
2021-04-27,삼성,8초,심창민,이명기,1-0,중견수 안타,무사  0:9,무사 1루 0:9,0.02,0.398,99.9,99.9,0.001
2021-04-28,삼성,1초,라이블리,이명기,2-1,중견수 2루타,무사  0:0,무사 2루 0:0,0.87,0.634,50.0,44.1,0.059
2021-04-28,삼성,2초,라이블리,이명기,0-3,볼넷,2사 1루 0:0,"2사 1,2루 0:0",0.84,0.215,52.7,50.7,0.021
2021-04-28,삼성,4초,라이블리,이명기,2-1,이명기/10119 : 삼진 아웃,2사  1:0,이닝종료 1:0,0.43,-0.117,41.4,42.5,-0.011
2021-04-28,삼성,7초,최지광,이명기,2-3,중견수 안타,1사  1:0,1사 1루 1:0,0.72,0.276,32.9,30.3,0.026
2021-04-28,삼성,9초,오승환,이명기,2-1,우익수 안타,1사  1:4,1사 1루 1:4,0.40,0.276,98.6,96.4,0.022
2021-04-29,삼성,1초,백정현,이명기,2-2,1루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-04-29,삼성,3초,백정현,이명기,1-3,볼넷,1사 1루 1:0,"1사 1,2루 1:0",1.14,0.398,38.4,35.0,0.034
2021-04-29,삼성,5초,백정현,이명기,1-2,중견수 안타,1사 2루 1:0,1사 2루 2:0,1.32,1.000,33.9,23.0,0.109
2021-04-29,삼성,6초,장필준,이명기,0-0,좌익수 뜬공,"1사 1,2루 5:0","2사 1,2루 5:0",0.32,-0.505,3.9,4.7,-0.007
2021-04-29,삼성,8초,김윤수,이명기,2-2,중견수 안타,2사  6:0,2사 1루 6:0,0.01,0.134,0.9,0.9,0.001
2021-04-30,키움,1말,최원태,이명기,2-0,1루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-04-30,키움,3말,최원태,이명기,1-0,중견수 뜬공,무사  4:1,1사  4:1,0.91,-0.258,23.1,20.8,-0.023
2021-04-30,키움,5말,최원태,이명기,2-2,2루수 내야안타,2사 2루 4:1,"2사 1,3루 4:1",1.13,0.194,16.6,18.7,0.021
2021-04-30,키움,8말,김성민,이명기,0-3,볼넷,1사  4:1,1사 1루 4:1,0.65,0.276,5.7,8.8,0.031
2021-05-01,키움,1말,김정인,이명기,2-0,좌익수 뜬공,무사  1:1,1사  1:1,0.87,-0.258,54.8,52.6,-0.022
2021-05-01,키움,3말,김정인,이명기,1-2,좌익수 뜬공,무사  3:2,1사  3:2,1.08,-0.258,43.4,40.7,-0.027
2021-05-01,키움,5말,김정인,이명기,1-0,우익수 안타,2사  8:2,2사 1루 8:2,0.11,0.134,2.8,3.3,0.004
2021-05-02,키움,1말,요키시,이명기,2-3,유격수 땅볼,무사 1루 0:0,1사 2루 0:0,1.42,-0.228,58.3,56.6,-0.017
2021-05-02,키움,2말,요키시,이명기,1-3,볼넷,2사 1루 0:2,"2사 1,2루 0:2",0.58,0.215,73.2,74.5,0.014
2021-05-02,키움,4말,요키시,이명기,2-3,2루수 땅볼,2사 2루 0:3,이닝종료 0:3,0.58,-0.344,85.7,84.0,-0.016
2021-05-02,키움,6말,요키시,이명기,1-1,2루수 땅볼,2사  0:5,이닝종료 0:5,0.05,-0.117,97.1,97.0,-0.001
2021-05-05,SSG,1말,오원석,이명기,2-0,이명기/10119 : 삼진 아웃,무사 1루 2:0,1사 1루 2:0,1.54,-0.380,38.6,35.1,-0.035
2021-05-05,SSG,2말,오원석,이명기,0-1,투수 번트안타,"무사 1,2루 2:3",무사 만루 2:3,1.58,0.844,73.5,79.6,0.060
2021-05-05,SSG,3말,장지훈,이명기,0-1,우익수 2루타,2사  3:7,2사 2루 3:7,0.15,0.227,88.4,89.2,0.008
2021-05-05,SSG,5말,최민준,이명기,2-2,이명기/10119 : 삼진 아웃,2사  7:7,이닝종료 7:7,0.58,-0.117,51.5,50.0,-0.015
2021-05-06,SSG,1말,박종훈,이명기,2-1,이명기/10119 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-05-06,SSG,3말,박종훈,이명기,1-1,3루수 땅볼,무사  0:1,1사  0:1,0.80,-0.258,67.1,65.0,-0.021
2021-05-06,SSG,4말,박종훈,이명기,1-1,유격수 뜬공,2사 2루 1:1,이닝종료 1:1,1.46,-0.344,54.1,50.0,-0.041
2021-05-06,SSG,6말,최민준,이명기,1-3,볼넷,무사  1:5,무사 1루 1:5,0.16,0.398,95.3,95.9,0.006
2021-05-06,SSG,7말,조영우,이명기,0-2,중견수 뜬공,2사 1루 1:7,이닝종료 1:7,0.02,-0.251,99.3,99.2,-0.001
2021-05-08,KT,1초,데스파이네,이명기,2-2,중견수 안타,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-05-08,KT,3초,데스파이네,이명기,2-2,3루수 땅볼 실책,[실책포함],무사  1:0,무사 1루 1:0,0.87,0.398,38.6,35.2
2021-05-08,KT,4초,데스파이네,이명기,2-3,좌익수 안타,1사 2루 4:0,"1사 1,3루 4:0",0.48,0.518,11.2,9.3,0.019
2021-05-08,KT,6초,주권,이명기,0-1,우익수 뜬공,1사 2루 4:3,2사 2루 4:3,1.36,-0.381,31.6,35.4,-0.038
2021-05-08,KT,8초,유원상,이명기,0-3,볼넷,2사  4:4,2사 1루 4:4,0.98,0.134,58.2,55.6,0.025
2021-05-09,KT,1초,소형준,이명기,1-0,투수 희생번트,무사 1루 0:0,1사 2루 0:0,1.44,-0.228,46.5,48.2,-0.018
2021-05-09,KT,1초,배제성,이명기,1-1,우익수 2루타,1사  0:0,1사 2루 0:0,0.62,0.428,52.2,48.2,0.040
2021-05-09,KT,2초,소형준,이명기,0-0,우익수 뜬공,무사 1루 4:2,1사 1루 4:2,1.10,-0.380,27.2,29.8,-0.026
2021-05-09,KT,3초,하준호,이명기,1-2,좌익수 뜬공,"2사 1,3루 7:5",이닝종료 7:5,1.41,-0.538,28.4,32.3,-0.039
2021-05-09,KT,4초,배제성,이명기,1-0,중견수 뜬공,무사  0:4,1사  0:4,0.67,-0.258,88.0,89.7,-0.017
2021-05-09,KT,5초,박시영,이명기,2-2,2루수 땅볼,1사 2루 10:5,2사 3루 10:5,0.27,-0.338,5.6,6.3,-0.007
2021-05-09,KT,6초,배제성,이명기,2-2,중견수 2루타,1사  0:8,1사 2루 0:8,0.05,0.428,99.5,99.2,0.003
2021-05-09,KT,7초,이보근,이명기,0-0,우익수 뜬공,무사  12:5,1사  12:5,0.03,-0.258,0.8,0.9,-0.001
2021-05-11,한화,8초,오동욱,이명기,1-0,우익수 뜬공,무사  3:0,1사  3:0,0.26,-0.258,6.9,7.6,-0.007
2021-05-14,KIA,7말,이승재,이명기,1-1,중견수 안타,무사  2:1,무사 1루 2:1,1.91,0.398,36.0,43.7,0.077
2021-05-14,KIA,8말,장민기,이명기,2-0,이명기/10119 : 삼진 아웃,무사  2:5,1사  2:5,0.11,-0.258,97.3,97.1,-0.003
2021-05-15,KIA,1말,김유신,이명기,1-0,좌익수 뜬공,무사  2:0,1사  2:0,0.91,-0.258,34.8,32.5,-0.023
2021-05-15,KIA,2말,김유신,이명기,2-0,좌익수 뜬공,1사  2:4,2사  2:4,0.45,-0.180,73.4,72.3,-0.011
2021-05-15,KIA,4말,김유신,이명기,1-2,이명기/10119 : 1루수 직선타 아웃,2사 2루 2:5,이닝종료 2:5,0.58,-0.344,85.7,84.0,-0.016
2021-05-15,KIA,6말,윤중현,이명기,2-2,좌익수 뜬공,2사 만루 2:5,이닝종료 2:5,0.92,-0.815,92.0,89.7,-0.023
2021-05-15,KIA,8말,김재열,이명기,1-0,우익수 안타,2사  3:7,2사 1루 3:7,0.02,0.134,98.6,98.7,0.001
2021-05-18,LG,8초,정우영,이명기,2-0,3루수 땅볼,무사  0:1,1사  0:1,2.16,-0.258,74.8,80.3,-0.055
2021-05-19,LG,7초,채지선,이명기,1-1,1루수 땅볼,"2사 1,2루 5:0",이닝종료 5:0,0.21,-0.466,3.1,3.7,-0.005
2021-05-20,LG,1초,정찬헌,이명기,0-0,1루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-05-20,LG,2초,정찬헌,이명기,1-2,2루수 땅볼,무사 3루 5:0,1사 3루 5:0,0.30,-0.499,7.4,8.8,-0.014
2021-05-20,LG,4초,정찬헌,이명기,1-2,1루수 땅볼,무사  6:1,1사  6:1,0.24,-0.258,7.6,8.2,-0.006
2021-05-20,LG,5초,최성훈,이명기,1-3,유격수 땅볼,무사  9:1,1사  9:1,0.04,-0.258,1.2,1.3,-0.001
2021-05-20,LG,7초,최성훈,이명기,1-0,중견수 안타,무사  10:1,무사 1루 10:1,0.01,0.398,0.2,0.2,0.000
2021-05-20,LG,8초,이정용,이명기,2-2,이명기/10119 : 삼진 아웃,2사 2루 11:1,이닝종료 11:1,0.00,-0.344,0.0,0.0,0.000
2021-05-21,키움,1초,브리검,이명기,2-1,1루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-05-21,키움,3초,브리검,이명기,1-3,볼넷,1사  0:0,1사 1루 0:0,0.72,0.276,52.5,49.7,0.028
2021-05-21,키움,5초,브리검,이명기,2-1,2루수 땅볼,2사 1루 0:0,이닝종료 0:0,1.11,-0.251,53.5,56.6,-0.031
2021-05-21,키움,8초,김성민,이명기,2-3,볼넷,1사  0:2,1사 1루 0:2,0.97,0.276,90.3,85.8,0.045
2021-05-22,키움,1초,요키시,이명기,2-0,3루수 내야안타,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-05-22,키움,3초,요키시,이명기,2-0,우익수 안타,2사 2루 0:3,2사 1루 1:3,0.96,0.907,81.6,74.4,0.072
2021-05-22,키움,6초,요키시,이명기,2-0,1루수 땅볼,무사  1:7,1사  1:7,0.26,-0.258,97.5,98.1,-0.007
2021-05-22,키움,7초,요키시,이명기,1-0,2루수 땅볼,"2사 1,2루 2:8",이닝종료 2:8,0.29,-0.466,98.6,99.4,-0.008
2021-05-23,키움,1초,최원태,이명기,2-3,1루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-05-23,키움,3초,최원태,이명기,2-3,1루수 땅볼,무사  0:0,1사  0:0,0.99,-0.258,50.0,52.5,-0.025
2021-05-23,키움,5초,한현희,이명기,2-3,볼넷,1사  1:6,1사 1루 1:6,0.29,0.276,95.1,93.8,0.013
2021-05-23,키움,7초,김성민,이명기,2-1,유격수 땅볼,무사  2:6,1사  2:6,0.59,-0.258,94.3,95.8,-0.015
2021-05-23,키움,8초,조상우,이명기,2-2,3루수 땅볼 실책,[실책포함],"1사 1,2루 4:7",1사 만루 4:7,2.31,0.679,88.2,80.0
2021-05-26,삼성,1말,백정현,이명기,1-1,우익수 홈런,1사  1:0,1사  1:1,0.65,1.000,42.2,52.6,0.104
2021-05-26,삼성,3말,백정현,이명기,2-3,좌익수 뜬공,무사  5:1,1사  5:1,0.75,-0.258,15.9,14.0,-0.019
2021-05-26,삼성,5말,백정현,이명기,1-1,우익수 안타,2사 1루 5:1,"2사 1,2루 5:1",0.59,0.215,9.6,11.4,0.018
2021-05-26,삼성,8말,이승현,이명기,2-0,1루수 땅볼,무사  7:1,1사  7:1,0.16,-0.258,1.0,0.6,-0.004
2021-05-27,삼성,1말,원태인,이명기,0-0,투수 희생번트 실책,[실책포함],무사 2루 0:0,"무사 1,3루 0:0",1.20,0.715,60.7,67.1
2021-05-27,삼성,2말,원태인,이명기,2-1,1루수 땅볼,2사  0:4,이닝종료 0:4,0.17,-0.117,86.7,86.3,-0.004
2021-05-27,삼성,4말,원태인,이명기,1-2,중견수 뜬공,1사 2루 2:5,2사 2루 2:5,0.57,-0.381,87.3,85.7,-0.016
2021-05-27,삼성,6말,임현준,이명기,2-3,볼넷,2사  3:6,2사 1루 3:6,0.16,0.134,90.1,90.5,0.004
2021-05-27,삼성,8말,장필준,이명기,1-3,볼넷,2사 1루 3:6,"2사 1,2루 3:6",0.11,0.215,97.0,97.2,0.002
2021-05-29,롯데,1초,박세웅,이명기,1-0,3루수 땅볼,1사  0:0,2사  0:0,0.62,-0.180,52.2,53.8,-0.016
2021-05-29,롯데,1초,스트레일리,이명기,2-2,중견수 안타,1사  0:0,1사 1루 0:0,0.62,0.276,52.2,49.8,0.024
2021-05-29,롯데,3초,박세웅,이명기,1-2,좌익수 2루타,1사  3:0,1사 2루 3:0,0.38,0.428,21.5,19.0,0.025
2021-05-29,롯데,4초,스트레일리,이명기,2-0,3루수 땅볼,무사  0:5,1사  0:5,0.48,-0.258,92.4,93.6,-0.012
2021-05-29,롯데,5초,박세웅,이명기,0-1,우익수 2루타,1사 1루 3:0,"1사 2,3루 3:0",0.63,0.894,15.9,11.4,0.045
2021-05-29,롯데,6초,스트레일리,이명기,2-3,우익수 2루타,"무사 1,2루 0:9","무사 2,3루 1:9",0.17,1.479,98.9,97.7,0.013
2021-05-29,롯데,7초,박재민,이명기,2-1,중견수 안타,1사  3:0,1사 1루 3:0,0.27,0.276,11.2,10.3,0.010
2021-05-29,롯데,8초,한승혁,이명기,1-0,1루수 땅볼,1사 2루 6:0,2사 3루 6:0,0.04,-0.338,0.7,0.8,-0.001
2021-05-30,롯데,1초,김진욱,이명기,2-3,좌익수 안타,무사 1루 0:0,"무사 1,2루 0:0",1.44,0.620,46.5,41.0,0.055
2021-05-30,롯데,2초,김진욱,이명기,2-2,이명기/10119 : 삼진 아웃,2사 3루 4:2,이닝종료 4:2,1.07,-0.387,30.8,33.7,-0.030
2021-05-30,롯데,5초,송재영,이명기,2-3,1루수 뜬공,무사  5:4,1사  5:4,0.94,-0.258,35.9,38.3,-0.024
2021-05-30,롯데,7초,김대우,이명기,2-2,우익수 뜬공,2사  5:4,이닝종료 5:4,0.50,-0.117,34.7,36.0,-0.013
2021-06-01,두산,1말,미란다,이명기,1-2,좌익수 뜬공,무사 1루 0:0,1사 1루 0:0,1.42,-0.380,58.3,55.0,-0.033
2021-06-01,두산,3말,미란다,이명기,1-0,중견수 안타,1사 1루 0:0,"1사 1,2루 0:0",1.31,0.398,55.7,59.7,0.039
2021-06-01,두산,5말,미란다,이명기,2-0,이명기/10119 : 삼진 아웃,무사 1루 2:1,1사 1루 2:1,2.21,-0.380,46.7,41.6,-0.051
2021-06-01,두산,7말,미란다,이명기,0-0,투수 땅볼,2사  3:3,이닝종료 3:3,0.81,-0.117,52.1,50.0,-0.021
2021-06-04,한화,1말,카펜터,이명기,1-1,3루수 뜬공,1사  0:0,2사  0:0,0.62,-0.180,52.6,51.0,-0.015
2021-06-04,한화,3말,카펜터,이명기,2-0,유격수 땅볼,무사 1루 1:2,1사 1루 1:2,1.30,-0.380,70.3,67.2,-0.030
2021-06-04,한화,4말,카펜터,이명기,2-3,볼넷,2사 2루 1:4,"2사 1,2루 1:4",0.58,0.122,85.7,86.0,0.004
2021-06-04,한화,6말,김종수,이명기,1-3,볼넷,"1사 2,3루 1:5",1사 만루 1:5,0.28,0.183,96.9,97.0,0.001
2021-06-04,한화,8말,장웅정,이명기,1-1,우익수 뜬공,1사 1루 3:6,이닝종료 3:6,0.15,-0.573,97.4,96.7,-0.007
2021-06-05,한화,1말,김기중,이명기,1-0,중견수 안타,1사  0:0,1사 1루 0:0,0.62,0.276,52.6,55.0,0.024
2021-06-05,한화,2말,김기중,이명기,2-3,우익수 안타,"2사 1,2루 0:0","2사 1,2루 0:1",1.74,1.000,54.5,65.2,0.107
2021-06-05,한화,5말,윤대경,이명기,2-3,유격수 땅볼,무사 1루 0:1,1사 2루 0:1,1.34,-0.228,74.3,72.9,-0.014
2021-06-05,한화,7말,배동현,이명기,2-3,볼넷,무사  1:3,무사 1루 1:3,0.40,0.398,89.0,90.5,0.015
2021-06-06,한화,1말,장시환,이명기,2-2,이명기/10119 : 삼진 아웃,1사  0:0,2사  0:0,0.62,-0.180,52.6,51.0,-0.015
2021-06-06,한화,3말,장시환,이명기,1-3,볼넷,2사  0:0,2사 1루 0:0,0.47,0.134,51.2,52.6,0.014
2021-06-06,한화,5말,장시환,이명기,1-0,우익수 2루타,"2사 1,3루 0:0",2사 2루 0:2,2.42,1.806,56.7,80.6,0.239
2021-06-06,한화,6말,정인욱,이명기,2-2,유격수 땅볼,"1사 1,2루 1:6","2사 1,3루 1:6",0.19,-0.433,97.9,97.5,-0.004
2021-06-06,한화,8말,강재민,이명기,2-2,이명기/10119 : 삼진 아웃,1사  10:9,2사  10:9,1.85,-0.180,24.0,19.4,-0.046
2021-06-08,LG,1초,켈리,이명기,1-0,좌익수 안타,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-06-08,LG,2초,켈리,이명기,0-1,2루수 땅볼,"2사 1,3루 1:0",이닝종료 1:0,1.66,-0.538,39.4,44.0,-0.046
2021-06-08,LG,5초,켈리,이명기,2-3,3루수 파울 뜬공,1사 1루 1:0,2사 1루 1:0,1.25,-0.322,35.7,38.7,-0.030
2021-06-08,LG,8초,김윤식,이명기,2-2,1루수 내야안타,1사  1:1,1사 1루 1:1,1.39,0.276,54.7,49.8,0.049
2021-06-09,LG,1초,이우찬,이명기,2-1,2루수 땅볼,1사  0:0,2사  0:0,0.62,-0.180,52.2,53.8,-0.016
2021-06-09,LG,3초,이우찬,이명기,0-0,좌익수 안타,1사 1루 0:2,"1사 1,2루 0:2",1.29,0.398,71.2,67.1,0.042
2021-06-09,LG,5초,이상영,이명기,2-1,2루수 땅볼,무사  2:5,1사  2:5,0.90,-0.258,84.0,86.3,-0.023
2021-06-09,LG,6초,김대유,이명기,2-3,볼넷,2사 1루 3:6,"2사 1,2루 3:6",0.73,0.215,89.3,87.1,0.022
2021-06-09,LG,9초,고우석,이명기,2-1,1루수 내야안타,무사  3:6,무사 1루 3:6,0.75,0.398,96.7,92.9,0.038
2021-06-10,LG,1초,이민호,이명기,2-1,이명기/10119 : 삼진 아웃,1사  0:0,2사  0:0,0.62,-0.180,52.2,53.8,-0.016
2021-06-10,LG,3초,이민호,이명기,0-3,볼넷,2사  1:0,2사 1루 1:0,0.41,0.134,42.3,41.1,0.012
2021-06-10,LG,5초,이민호,이명기,2-2,2루수 땅볼,1사  4:0,2사  4:0,0.23,-0.180,10.8,11.4,-0.006
2021-06-10,LG,8초,손주영,이명기,1-1,우익수 안타,1사  4:0,1사 1루 4:0,0.10,0.276,3.8,3.4,0.004
2021-06-11,삼성,1초,최채흥,이명기,1-2,우익수 안타,무사 1루 0:0,"무사 1,2루 0:0",1.44,0.620,46.5,41.0,0.055
2021-06-11,삼성,3초,최채흥,이명기,2-3,중견수 2루타,2사  0:1,2사 2루 0:1,0.46,0.227,65.9,63.4,0.025
2021-06-11,삼성,5초,최채흥,이명기,2-3,좌익수 뜬공,1사  2:4,2사  2:4,0.79,-0.180,78.4,80.3,-0.019
2021-06-11,삼성,7초,임현준,이명기,1-0,1루수 땅볼,무사  2:4,1사  2:4,1.34,-0.258,81.9,85.3,-0.034
2021-06-11,삼성,8초,우규민,이명기,0-0,우익수 안타,2사 3루 3:4,2사 1루 4:4,3.36,0.864,77.6,55.6,0.220
2021-06-12,삼성,1초,원태인,이명기,1-1,우익수 안타,1사  0:0,1사 1루 0:0,0.62,0.276,52.2,49.8,0.024
2021-06-12,삼성,3초,원태인,이명기,1-1,중견수 뜬공,1사  0:0,2사  0:0,0.72,-0.180,52.5,54.3,-0.018
2021-06-12,삼성,6초,원태인,이명기,1-1,유격수 땅볼,무사  0:4,1사  0:4,0.64,-0.258,92.1,93.7,-0.016
2021-06-12,삼성,8초,이승현,이명기,2-3,볼넷,2사  1:4,2사 1루 1:4,0.25,0.134,96.7,95.6,0.011
2021-06-13,삼성,1초,백정현,이명기,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
